Timestamp,Instant Power Consumption (kW)
2024-07-01 00:00:00,0.1388758635602792
2024-07-01 00:00:01,0.14038160951135403
2024-07-01 00:00:02,0.16807118384579628
2024-07-01 00:00:03,0.1659144073746437
2024-07-01 00:00:04,0.1693200919174311
2024-07-01 00:00:05,0.14789007636340537
2024-07-01 00:00:06,0.14478161884441854
2024-07-01 00:00:07,0.10890332970634622
2024-07-01 00:00:08,0.16331038247264026
2024-07-01 00:00:09,0.16736325920434056
2024-07-01 00:00:10,0.1474856359558193
2024-07-01 00:00:11,0.13672168366981977
2024-07-01 00:00:12,0.16266054503936106
2024-07-01 00:00:13,0.1452898607732394
2024-07-01 00:00:14,0.1538340699609282
2024-07-01 00:00:15,0.14451266233620969
2024-07-01 00:00:16,0.1450994087507642
2024-07-01 00:00:17,0.13391317854097667
2024-07-01 00:00:18,0.13424808685133344
2024-07-01 00:00:19,0.13494846395216997
2024-07-01 00:00:20,0.1649019759475106
2024-07-01 00:00:21,0.13339615083721615
2024-07-01 00:00:22,0.15072222218573966
2024-07-01 00:00:23,0.1823424472293066
2024-07-01 00:00:24,0.12948716283384024
2024-07-01 00:00:25,0.14337904799028198
2024-07-01 00:00:26,0.1601078967199388
2024-07-01 00:00:27,0.15548734528185032
2024-07-01 00:00:28,0.14377562913327085
2024-07-01 00:00:29,0.16043955371471114
2024-07-01 00:00:30,0.15379596846172452
2024-07-01 00:00:31,0.12725909693925802
2024-07-01 00:00:32,0.1336572040855578
2024-07-01 00:00:33,0.1261196184846226
2024-07-01 00:00:34,0.15465660100128523
2024-07-01 00:00:35,0.1563391969542831
2024-07-01 00:00:36,0.14366533948668453
2024-07-01 00:00:37,0.15078887037751268
2024-07-01 00:00:38,0.14724246413627723
2024-07-01 00:00:39,0.12565195306718338
2024-07-01 00:00:40,0.15613534576462737
2024-07-01 00:00:41,0.15844068960549032
2024-07-01 00:00:42,0.13100801574922127
2024-07-01 00:00:43,0.15286055548537852
2024-07-01 00:00:44,0.14770744485668807
2024-07-01 00:00:45,0.14964033209815214
2024-07-01 00:00:46,0.10172229940880659
2024-07-01 00:00:47,0.13185504458132036
2024-07-01 00:00:48,0.13279159805634574
2024-07-01 00:00:49,0.16799188667222462
2024-07-01 00:00:50,0.1656838986349593
2024-07-01 00:00:51,0.1464445856799234
2024-07-01 00:00:52,0.12614541389732883
2024-07-01 00:00:53,0.13986997933949402
2024-07-01 00:00:54,0.15185005829112214
2024-07-01 00:00:55,0.12628114962248718
2024-07-01 00:00:56,0.13036651686781728
2024-07-01 00:00:57,0.1457676942129282
2024-07-01 00:00:58,0.1151866905555263
2024-07-01 00:00:59,0.1375048647326916
2024-07-01 00:01:00,0.1563766194559434
2024-07-01 00:01:01,0.14570511563566596
2024-07-01 00:01:02,0.15528630509002178
2024-07-01 00:01:03,0.13497099996391368
2024-07-01 00:01:04,0.15471137681685543
2024-07-01 00:01:05,0.15809437802077667
2024-07-01 00:01:06,0.13846978403262689
2024-07-01 00:01:07,0.11515924325920703
2024-07-01 00:01:08,0.1637057133903505
2024-07-01 00:01:09,0.17259338533522817
2024-07-01 00:01:10,0.14335133728803381
2024-07-01 00:01:11,0.18980721329295952
2024-07-01 00:01:12,0.16179666554822786
2024-07-01 00:01:13,0.13058524727176551
2024-07-01 00:01:14,0.15717601307569126
2024-07-01 00:01:15,0.13939706484856157
2024-07-01 00:01:16,0.1318335829298782
2024-07-01 00:01:17,0.15334859676601942
