Timestamp,Instant Power Consumption (kW)
2024-07-30 00:00:00,0.14200277343126538
2024-07-30 00:00:01,0.1303542216607323
2024-07-30 00:00:02,0.11985377247181872
2024-07-30 00:00:03,0.13996541105080343
2024-07-30 00:00:04,0.17256612641355742
2024-07-30 00:00:05,0.17937664987335664
2024-07-30 00:00:06,0.15570436378796723
2024-07-30 00:00:07,0.14931111613511858
2024-07-30 00:00:08,0.13688143483510634
2024-07-30 00:00:09,0.14620027469223382
2024-07-30 00:00:10,0.1371752700582339
2024-07-30 00:00:11,0.15158868814378326
2024-07-30 00:00:12,0.16050194962237418
2024-07-30 00:00:13,0.17173641502360815
2024-07-30 00:00:14,0.15268895966070772
2024-07-30 00:00:15,0.16048795299458732
2024-07-30 00:00:16,0.1368884249750957
2024-07-30 00:00:17,0.12414337079398427
2024-07-30 00:00:18,0.13306251744697986
2024-07-30 00:00:19,0.17983653190006205
2024-07-30 00:00:20,0.13667383272262185
2024-07-30 00:00:21,0.15518195399023188
2024-07-30 00:00:22,0.14816029896876812
2024-07-30 00:00:23,0.16067688267601793
2024-07-30 00:00:24,0.1285163923654596
2024-07-30 00:00:25,0.18359423297106753
2024-07-30 00:00:26,0.12477234993113681
2024-07-30 00:00:27,0.15963844107167377
2024-07-30 00:00:28,0.16338934126182858
2024-07-30 00:00:29,0.1682541401217868
2024-07-30 00:00:30,0.1547034067830651
2024-07-30 00:00:31,0.1710012235573965
2024-07-30 00:00:32,0.1585172263821225
2024-07-30 00:00:33,0.1538709951751267
2024-07-30 00:00:34,0.13565873504355697
2024-07-30 00:00:35,0.13900104346114434
2024-07-30 00:00:36,0.14934715049324646
2024-07-30 00:00:37,0.12046547057026796
2024-07-30 00:00:38,0.12706976065909414
2024-07-30 00:00:39,0.1401169994430953
2024-07-30 00:00:40,0.1478013226650114
2024-07-30 00:00:41,0.1597520321737492
2024-07-30 00:00:42,0.13391397503205427
2024-07-30 00:00:43,0.17217126524101223
2024-07-30 00:00:44,0.15119439869612533
2024-07-30 00:00:45,0.16825303763881722
2024-07-30 00:00:46,0.12716181654546035
2024-07-30 00:00:47,0.16394001262576396
2024-07-30 00:00:48,0.19301290110881975
2024-07-30 00:00:49,0.11663973350330947
2024-07-30 00:00:50,0.1606380170011351
2024-07-30 00:00:51,0.16164949311236892
2024-07-30 00:00:52,0.15404096775795084
2024-07-30 00:00:53,0.17270852011208793
2024-07-30 00:00:54,0.1858329125840126
2024-07-30 00:00:55,0.15361075157188298
2024-07-30 00:00:56,0.16904104173885154
2024-07-30 00:00:57,0.15286588027247747
2024-07-30 00:00:58,0.15087307762609048
2024-07-30 00:00:59,0.12812518833863976
2024-07-30 00:01:00,0.12803473286463243
2024-07-30 00:01:01,0.15100505178213816
2024-07-30 00:01:02,0.17923494129915474
2024-07-30 00:01:03,0.1722809385420649
2024-07-30 00:01:04,0.15517526857025632
2024-07-30 00:01:05,0.1355436954526138
2024-07-30 00:01:06,0.1754649009974904
2024-07-30 00:01:07,0.13905987703596837
2024-07-30 00:01:08,0.16201963976473266
2024-07-30 00:01:09,0.11459060040930322
2024-07-30 00:01:10,0.12426828626639122
2024-07-30 00:01:11,0.17081649103765528
2024-07-30 00:01:12,0.16023033722567698
2024-07-30 00:01:13,0.12981307356464378
2024-07-30 00:01:14,0.16583745664668567
2024-07-30 00:01:15,0.12877146883773596
2024-07-30 00:01:16,0.13119690712486834
2024-07-30 00:01:17,0.1592194004652464
2024-07-30 00:01:18,0.1665641364320189
2024-07-30 00:01:19,0.15938221863810345
2024-07-30 00:01:20,0.11993387061752735
2024-07-30 00:01:21,0.10870570662718733
2024-07-30 00:01:22,0.14487772965527432
2024-07-30 00:01:23,0.16535138380022174
2024-07-30 00:01:24,0.16140874777700082
2024-07-30 00:01:25,0.1569758353744603
2024-07-30 00:01:26,0.16915882209808691
2024-07-30 00:01:27,0.16565555659334438
2024-07-30 00:01:28,0.16500173483826755
2024-07-30 00:01:29,0.13338621084434396
2024-07-30 00:01:30,0.14670625024289505
2024-07-30 00:01:31,0.14912789140248117
2024-07-30 00:01:32,0.13574978076468194
2024-07-30 00:01:33,0.14872654673051658
2024-07-30 00:01:34,0.16020883744928055
2024-07-30 00:01:35,0.18100075367473634
2024-07-30 00:01:36,0.15738098321175803
2024-07-30 00:01:37,0.13161413384756873
2024-07-30 00:01:38,0.15505149310429964
2024-07-30 00:01:39,0.1343102609987151
2024-07-30 00:01:40,0.1585378332865363
2024-07-30 00:01:41,0.13913813696020388
2024-07-30 00:01:42,0.14087075124414555
2024-07-30 00:01:43,0.13972695120347856
2024-07-30 00:01:44,0.13102569731922944
2024-07-30 00:01:45,0.16348629932034983
2024-07-30 00:01:46,0.10655299494634157
2024-07-30 00:01:47,0.1269732229363726
2024-07-30 00:01:48,0.1521763104233844
2024-07-30 00:01:49,0.1815124662266585
2024-07-30 00:01:50,0.1574811345626583
2024-07-30 00:01:51,0.1359563809804826
2024-07-30 00:01:52,0.16015954091405807
2024-07-30 00:01:53,0.18709583209836594
2024-07-30 00:01:54,0.1416249347010525
2024-07-30 00:01:55,0.1638488981177715
2024-07-30 00:01:56,0.16636603589200377
