Timestamp,Instant Power Consumption (kW)
2024-06-30 00:00:00,0.14200277343126538
2024-06-30 00:00:01,0.1303542216607323
2024-06-30 17:54:25,0.14457100144763538
2024-06-30 17:54:26,0.16486436510868255
2024-06-30 17:54:27,0.1874186049177841
2024-06-30 17:57:34,0.15853951639268216
2024-06-30 17:57:35,0.13867229375022422
2024-06-30 17:57:36,0.15746035152083096
2024-06-30 17:57:37,0.14852331363594212
2024-06-30 17:57:38,0.18983110421570756
2024-06-30 17:57:39,0.1591027145543809
2024-06-30 17:57:40,0.14979285575895168
2024-06-30 17:57:41,0.11522943660244861
2024-06-30 17:57:42,0.13706402108615673
2024-06-30 17:57:43,0.15286970787810977
2024-06-30 17:57:44,0.1929202909836827
2024-06-30 17:57:45,0.16924948542055449
2024-06-30 17:58:02,0.1549644371480885
2024-06-30 17:58:03,0.19739401289094877
2024-06-30 17:58:04,0.1419600169208018
2024-06-30 17:58:05,0.17092151736755992
2024-06-30 17:58:06,0.15519569782550718
2024-06-30 17:58:07,0.13721198586037456
2024-06-30 17:58:08,0.20083325063022042
2024-06-30 17:58:09,0.16047774680698534
2024-06-30 17:58:10,0.1480613924833291
2024-06-30 17:58:11,0.13134813934222667
2024-06-30 17:58:12,0.14741549599915138
2024-06-30 17:58:13,0.1558739508539849
2024-06-30 17:58:14,0.1692159885457049
2024-06-30 17:58:15,0.12282683706481495
2024-06-30 17:58:16,0.14268662662994003
2024-06-30 17:58:17,0.1212806706683895
2024-06-30 17:58:18,0.12163271230983466
2024-06-30 17:58:19,0.13649666302311927
2024-06-30 17:58:20,0.1595056075009293
2024-06-30 17:58:21,0.14379259410641843
2024-06-30 17:58:22,0.11831446567169812
2024-06-30 17:58:23,0.17114642179511425
2024-06-30 17:58:24,0.1497455653471536
2024-06-30 17:58:25,0.1613049875458334
2024-06-30 17:58:26,0.16401895580265136
2024-06-30 17:58:27,0.16102527101528588
2024-06-30 17:58:28,0.16860681428710333
2024-06-30 17:58:29,0.10458094227264765
2024-06-30 17:58:30,0.17133934692958103
2024-06-30 17:58:31,0.17045412058930154
2024-06-30 17:58:32,0.12451565396108123
2024-06-30 17:58:33,0.1561602396018918
2024-06-30 17:58:34,0.13898028259671044
2024-06-30 17:58:35,0.1595607963298183
2024-06-30 17:58:36,0.14965933379652407
2024-06-30 17:58:37,0.15002582763461006
2024-06-30 17:58:38,0.11847931617251187
2024-06-30 17:58:39,0.19949170407727831
2024-06-30 17:58:40,0.15176520085801745
2024-06-30 17:58:41,0.15640854804431284
2024-06-30 17:58:42,0.15091921451826568
2024-06-30 17:58:43,0.1221118489447382
2024-06-30 17:58:44,0.18445463628257724
2024-06-30 17:58:45,0.1809167801678297
2024-06-30 17:58:46,0.19090057413521083
2024-06-30 17:58:47,0.15780411953886414
2024-06-30 17:58:48,0.171812952609023
2024-06-30 17:58:49,0.144751345423429
2024-06-30 17:58:50,0.11647720732814637
2024-06-30 17:58:51,0.16441538138632833
2024-06-30 17:58:52,0.1658993453247541
2024-06-30 17:58:53,0.14998707068064127
2024-06-30 17:58:54,0.15574579062830024
2024-06-30 17:58:55,0.1506648527904858
2024-06-30 17:58:56,0.1299050263454062
2024-06-30 17:58:57,0.1701436714042312
2024-06-30 17:58:58,0.1459345816442135
2024-06-30 17:58:59,0.12589605209162477
2024-06-30 17:59:00,0.1565079921492591
2024-06-30 17:59:01,0.14743834067190922
2024-06-30 17:59:02,0.1714255510530031
